SEP=;
time_elapsed_sec;P_x;P_y;C_x;C_y;1B_x;1B_y;2B_x;2B_y;3B_x;3B_y;SS_x;SS_y;LF_x;LF_y;CF_x;CF_y;RF_x;RF_y;B_x;B_y;R@1_x;R@1_y;R@2_x;R@2_y;R@3_x;R@3_y;BALL_x;BALL_y;event_name;event_player
0.0;;;-6.5209467859582615;-6.037913690702088;55.065772859203044;96.60661905123341;28.49895262011385;155.77817322011387;-63.2773354785579;83.32320893168881;-28.25743607248577;124.38102202846302;-130.90196881442122;247.55446131878563;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;-10.143695000379516;4.8303309525616696;;;-0.483033095256173;120.75827381404177;;;-0.483033095256173;62.794302383301705;;
1.4;;;-6.5209467859582615;-6.037913690702088;55.065772859203044;96.60661905123341;28.49895262011385;155.77817322011387;-63.2773354785579;83.32320893168881;-28.25743607248577;124.38102202846302;-130.90196881442122;247.55446131878563;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;-10.143695000379516;4.8303309525616696;;;-0.483033095256173;120.75827381404177;;;-0.483033095256173;62.794302383301705;;
2.94;;;-6.5209467859582615;-6.037913690702088;55.065772859203044;96.60661905123341;28.49895262011385;155.77817322011387;-63.2773354785579;83.32320893168881;-28.25743607248577;124.38102202846302;-130.90196881442122;247.55446131878563;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;-10.143695000379516;4.8303309525616696;;;-0.483033095256173;120.75827381404177;;;-0.483033095256173;62.794302383301705;;
3.29;;;-6.5209467859582615;-6.037913690702088;55.065772859203044;96.60661905123341;28.49895262011385;155.77817322011387;-63.2773354785579;83.32320893168881;-28.25743607248577;124.38102202846302;-130.90196881442122;247.55446131878563;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;-10.143695000379516;4.8303309525616696;;;-0.483033095256173;120.75827381404177;;;1.3954289418511419;14.893520437065149;Ball was pitched;
3.39;;;-6.5209467859582615;-6.037913690702088;55.065772859203044;96.60661905123341;29.052428041761544;156.33164864176157;-63.2773354785579;83.32320893168881;-28.25743607248577;124.38102202846302;-130.90196881442122;247.55446131878563;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;-10.143695000379516;4.8303309525616696;;;-0.483033095256173;120.75827381404177;;;1.932132381024661;1.207582738140417;;
3.47;;;-6.5209467859582615;-6.037913690702088;55.065772859203044;96.60661905123341;29.495208379079696;156.77442897907972;-63.2773354785579;83.32320893168881;-28.25743607248577;124.38102202846302;-130.90196881442122;247.55446131878563;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;-10.143695000379516;4.8303309525616696;;;-0.483033095256173;120.75827381404177;;;3.40126529747199;7.484787017506279;Ball was hit;
3.64;;;-6.5209467859582615;-6.037913690702088;55.065772859203044;96.60661905123341;30.43611659588077;157.71533719588078;-63.2773354785579;83.32320893168881;-28.25743607248577;124.38102202846302;-130.90196881442122;247.55446131878563;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;-7.389817292669052;6.666249424368646;;;-0.483033095256173;120.75827381404177;;;6.523172744922561;20.82384611115872;;
4.78;;;-6.5209467859582615;-6.037913690702088;55.065772859203044;96.60661905123341;36.74573640266445;164.02495700266445;-63.2773354785579;83.32320893168881;-28.25743607248577;124.38102202846302;-130.90196881442122;247.55446131878563;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;11.077362629624655;18.977702705897784;;;-18.469340813086315;106.92265249263396;;;27.458316804296988;110.27400709212219;;
4.91;;;-6.5209467859582615;-6.037913690702088;55.474589932011;94.39900685807046;37.46525445080645;164.74447505080644;-63.2773354785579;83.32320893168881;-28.25743607248577;124.38102202846302;-130.90196881442122;247.55446131878563;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;13.183269111991478;20.381640360808998;;;-20.520410991435362;105.34490620159623;;;29.845657793523895;120.4744640460917;;
5.5600000000000005;;;-6.5209467859582615;-6.037913690702088;57.518675296050766;83.3609458922557;41.06284469151644;168.34206529151643;-63.2773354785579;83.32320893168881;-29.711007886914054;129.03245183463352;-125.66911028247942;242.6294179946051;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;23.71280152382562;27.40132863536509;;;-30.775761883180625;97.45617474640757;;;41.78236273965844;171.47674881593932;Ball was caught;2B
5.63;;;-6.5209467859582615;-6.037913690702088;57.73880756602428;82.17223163439874;41.45027748666982;168.72949808666982;-63.2773354785579;83.32320893168881;-29.86754639000633;129.53337504452878;-125.10557167134723;242.0990287135395;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;24.846751168176972;28.15729506493266;;;-31.880184286907028;96.60661905123341;;;42.38081082227669;168.18528436153892;;
5.65;;;-6.5209467859582615;-6.037913690702088;57.801702500302426;81.83259898929674;41.56097257099936;168.84019317099936;-63.2773354785579;83.32320893168881;-29.91227167660412;129.67649596164173;-124.94456063959518;241.94748891894932;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;25.1707367808488;28.373285473380545;;;-32.13505099545928;96.2789332830948;;;42.55179598873906;167.2448659459959;;
5.69;;;-6.442495935220601;-5.970670104355522;57.92749236885872;81.15333369909276;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-30.00172224979971;129.9627377958676;-124.62253857609106;241.644409329769;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;25.818708006192438;28.805266290276304;;;-32.64478441256378;95.62356174681759;;;42.893766321663776;165.36402911490995;;
5.93;;;-5.971790830794639;-5.567208586276126;58.68223158019648;77.07774195786885;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-30.538425688973227;131.68018880122287;-122.6904061950664;239.82593179468694;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;29.706535358254264;31.397151191650853;;;-35.70318491519076;91.69133252915432;;;44.94558831921209;154.0790081283942;;
6.7;;;-4.461611954094673;-4.272769549104726;61.10368654990513;64.00188512144214;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-32.26034922298827;137.19034411007098;-116.49148147261226;233.9916497029654;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;40.95458424980413;41.8953301570974;;;-45.51555319445235;79.07543045581801;;;51.52851722801296;117.87289912998946;;
7.46;;;-2.9710457900791236;-2.99514140851997;61.10368654990513;64.00188512144214;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-33.95991011370441;142.62893896036263;-110.37306226603417;228.2331375085389;-16.181608691081603;310.34876370208735;137.18139905275146;207.70423096015182;52.056554584320864;52.257169135979694;;;-55.20048811943781;66.62337126655099;;;58.02595355358264;82.13699933935622;;
7.61;;;-2.676855099812896;-2.7429779597203465;61.10368654990513;64.00188512144214;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-34.295349763187865;143.70234583870968;-110.37306226603417;228.2331375085389;-10.725662585025482;304.45634190754674;137.18139905275146;207.70423096015182;54.247732939817595;54.30226893444332;;;-57.111988433579675;64.16572800551145;;;59.30834230205035;75.08386122278385;Player reached 3rd;R@2
7.62;;;-2.6572423871284814;-2.726167063133705;61.10368654990513;64.00188512144214;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-34.295349763187865;143.70234583870968;-110.37306226603417;228.2331375085389;-10.361932844621748;304.0635137879107;137.18139905275146;207.70423096015182;54.3938114968507;54.43860892100756;;;-57.2394217878558;64.00188512144214;;;59.39383488528152;74.61365201501238;;
7.82;;;-2.2649881334401787;-2.3899491314008743;61.10368654990513;64.00188512144214;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-34.295349763187865;143.70234583870968;-110.37306226603417;228.2331375085389;-3.08733803654693;296.20695139518995;137.18139905275146;207.70423096015182;57.315382637513004;57.16540865229237;;;-58.30493596856793;60.805342579305744;;;61.10368654990513;65.20946785958257;Ball was released;2B
8.29;;;-1.3431906372726692;-1.5998369918287239;61.10368654990513;64.00188512144214;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-34.295349763187865;143.70234583870968;-110.37306226603417;228.2331375085389;14.007959762428836;277.74402977229613;137.18139905275146;207.70423096015182;64.18107481806939;63.57338802081168;;;-60.808894293241444;53.29346760528523;;;61.10368654990513;65.20946785958257;;
8.3;;;-1.3235779245882515;-1.5830260952420794;61.10368654990513;64.00188512144214;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-34.295349763187865;143.70234583870968;-110.37306226603417;228.2331375085389;14.007959762428836;277.74402977229613;137.11631974351036;207.5740723416696;64.32715337510254;63.70972800737593;;;-60.86217000227706;53.133640478178386;;;61.10368654990513;65.20946785958257;;
8.41;;;-1.1078380850596856;-1.398106232789024;61.10368654990513;64.00188512144214;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-34.295349763187865;143.70234583870968;-110.37306226603417;228.2331375085389;14.007959762428836;277.74402977229613;136.40044734185824;206.1423275383654;65.93401750246679;65.20946785958257;;;-60.34328679448235;52.30342734570685;;;61.10368654990513;65.20946785958257;Player reached 1st;B
9.16;;;0.36311536627144836;-0.13728898879090767;61.10368654990513;64.00188512144214;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-34.295349763187865;143.70234583870968;-110.37306226603417;228.2331375085389;14.007959762428836;277.74402977229613;131.5194991487757;196.38043115220037;80.42501036015182;78.49287797912714;;;-56.80544674133659;46.642883260673635;;;61.10368654990513;65.20946785958257;Ball was caught;1B
9.58;;;1.1868492990168837;0.5687686678480368;61.10368654990513;64.00188512144214;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-34.295349763187865;143.70234583870968;-110.37306226603417;228.2331375085389;14.007959762428836;277.74402977229613;128.7861681606495;190.91376917594795;80.42501036015182;78.49287797912714;;;-54.82425631157496;43.47297857305504;;;61.10368654990513;65.20946785958257;;
9.96;;;1.932132381024661;1.207582738140417;61.10368654990513;64.00188512144214;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-34.295349763187865;143.70234583870968;-110.37306226603417;228.2331375085389;14.007959762428836;277.74402977229613;126.31315440948768;185.96774167362432;80.42501036015182;78.49287797912714;;;-60.560274317741964;52.48672115417459;;;61.10368654990513;65.20946785958257;;
10.14;;;1.932132381024661;1.207582738140417;61.10368654990513;64.00188512144214;41.78236273965844;169.06158333965843;-63.2773354785579;83.32320893168881;-34.295349763187865;143.70234583870968;-110.37306226603417;228.2331375085389;14.007959762428836;277.74402977229613;126.31315440948768;185.96774167362432;80.42501036015182;78.49287797912714;;;-63.2773354785579;56.75638869259963;;;61.10368654990513;65.20946785958257;;
